,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Question,Equation
259,259,259,259,259,259,259,259,259,259,Kelly gives away p nintendo games. How many did she have initially if she still has q games left?,( p + q )
260,260,260,260,260,260,260,260,260,260,The Razorback t-shirt shop makes $ p dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of q t-shirts. If they sold r t-shirts during the Arkansas game How many t-shirts did they sell during the Texas tech game?,( q - r )
261,261,261,261,261,261,261,261,261,261,The Razorback t-shirt shop makes $ p dollars off each t-shirt sold. During the Arkansas and Texas tech game they made $ q by selling t-shirts. How many t-shirts did they sell?,( q / p )
262,262,262,262,262,262,262,262,262,262,Randy has p blocks. He uses q blocks to build a house and r blocks to build a tower. How many more blocks did he use to build the house than he did to build the tower?,( q - r )
263,263,263,263,263,263,263,263,263,263,Allan brought p balloons and Jake brought q balloons to the park. How many more balloons did Jake have than Allan in the park?,( q - p )
264,264,264,264,264,264,264,264,264,264,"Every day Ryan spends p hours on learning english, q hours on learning chinese and r hours on learning spanish. How many more hours does he spend on learning english than he does on learning spanish?",( p - r )
265,265,265,265,265,265,265,265,265,265,Robin has p packages of gum. There are q pieces in each package. Robin has r extra pieces of gum. How many pieces of gum does Robin have?,( ( p * q ) + r )
266,266,266,266,266,266,266,266,266,266,Paul had p books. After selling some books in a garage sale and giving q books to his friend he had r books left. How many books did he sell in the garage sale?,( ( p - q ) - r )
267,267,267,267,267,267,267,267,267,267,For the walls of the house he would use p large planks of wood and q small planks. If each large plank of wood needs r pieces of nails to be secured and each small plank needs s nails. How many planks does John need for the house wall?,( p + q )
268,268,268,268,268,268,268,268,268,268,Melissa played p games and scored a total of q points scoring the same for each game. How many points did she score in each game?,( q / p )
269,269,269,269,269,269,269,269,269,269,Nell collects cards. She had p baseball cards and q Ace cards. She gave some of her cards to Jeff and now has r baseball cards and s Ace cards left. How many more Ace cards than baseball cards does Nell have?,( s - r )
270,270,270,270,270,270,270,270,270,270,Jerry had p action figures on a shelf in his room. Later he added q more action figures to the shelf and removed r old ones. How many action figures were on his shelf in all?,( ( p + q ) - r )
271,271,271,271,271,271,271,271,271,271,Paige was helping her mom plant flowers and together they planted p seeds in q flowerbeds. If they put same number of seeds in each flower bed How many seeds did they plant in each flowerbed?,( p / q )
272,272,272,272,272,272,272,272,272,272,A mailman has to give p pieces of junk mail to each house in each of the q blocks. If there are r houses in each block How many pieces of junk mail should he give in each block?,( p * r )
273,273,273,273,273,273,273,273,273,273,The ring toss game at the carnival made p dollars in the first q days and r dollars in the remaining s days. How much did they make per day in the remaining s days at the carnival?,( r / s )
274,274,274,274,274,274,274,274,274,274,Brenda's mother made cookies for p guests but q guests did not come. If she prepared r cookies and each guest had the same number of cookies How many did each of them have?,( r / ( p - q ) )
275,275,275,275,275,275,275,275,275,275,Mary is baking a cake. The recipe calls for p cups of sugar q cups of flour and r cups of salt. She already put in 2 cups of flour. How many more cups of flour than cups of salt does she need to add now?,( ( q - s ) - r )
276,276,276,276,276,276,276,276,276,276,Baker made some cakes. He sold p of them. If he still has q cakes left How many cakes did baker make?,( p + q )
277,277,277,277,277,277,277,277,277,277,Jesse needs a carpet of size p square feet to cover her room. If her room is q feet wide What is the length of her room?,( p / q )
278,278,278,278,278,278,278,278,278,278,There are some bananas in Philip's banana collection. If the bananas are organized into p groups of size q How many bananas does he have in his collection?,( p * q )
279,279,279,279,279,279,279,279,279,279,Rebecca wants to split a collection of eggs into groups of p. Rebecca has q eggs r bananas and p marbles. How many groups will be created?,( q / p )
280,280,280,280,280,280,280,280,280,280,Jessie currently weighs p kilograms. After she started to go jogging everyday she lost q kilograms in the first week and r kilograms in the second week. How much did she weigh before starting to jog?,( ( p + q ) + r )
281,281,281,281,281,281,281,281,281,281,The school is planning a field trip. The school has p classrooms. There are q seats on each school bus. If there are a total of r students in the school How many buses are needed to take the trip?,( r / q )
282,282,282,282,282,282,282,282,282,282,p campers went rowing and q campers went hiking in the morning. r campers went rowing in the afternoon. How many campers went rowing in all?,( p + r )
283,283,283,283,283,283,283,283,283,283,Jerry had p action figures on a shelf in his room. Later he added q more action figures to the shelf. If he also has r books on the shelf How many more action figures than books were on his shelf?,( ( p + q ) - r )
284,284,284,284,284,284,284,284,284,284,Josh had p marbles in his collection. He found q marbles ones while he lost r marbles. How many marbles does he have now?,( ( p - r ) + q )
285,285,285,285,285,285,285,285,285,285,For the walls of the house he would use p large planks of wood and q small planks. If large planks together need r pieces of nails to be secured and small planks together need s nails. How many nails does John need for the house wall?,( r + s )
286,286,286,286,286,286,286,286,286,286,Paul got a box of p crayons for his birthday. During the school year he gave q crayons to his friends while he lost r crayons. How many more crayons did he give to his friends than those he lost?,( q - r )
287,287,287,287,287,287,287,287,287,287,"Jack received p emails in the morning, q emails in the afternoon and r emails in the evening. How many more emails did Jack receive in the morning than in the evening?",( p - r )
288,288,288,288,288,288,288,288,288,288,Jack received p emails in the morning and q emails in the afternoon. How many more emails did Jack receive in the afternoon than in the morning?,( q - p )
289,289,289,289,289,289,289,289,289,289,"After eating a hearty meal they went to see the Buckingham palace. There were p paintings in the Buckingham palace. There, Rachel learned that q visitors came to the Buckingham palace that day. If there were r visitors the previous day How many visited the Buckingham palace within s days?",( q + r )
290,290,290,290,290,290,290,290,290,290,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked p chocolate chip cookies and q raisin cookies yesterday. And she baked r raisin cookies and s chocolate chip cookies this morning. How many more chocolate chip cookies did Helen bake yesterday compared to today?,( p - s )
291,291,291,291,291,291,291,291,291,291,Jake has p fewer peaches than Steven who has q more peaches than Jill. Steven has r peaches. How many peaches does Jill have?,( r - q )
292,292,292,292,292,292,292,292,292,292,Lucy went to the grocery store. She bought p packs of cookie and some packs of cake. In total she had q packs of grocery How many packs of cake did she buy in all?,( q - p )
293,293,293,293,293,293,293,293,293,293,Every day Ryan spends p hours on learning english q hours on learning chinese and r hours on learning spanish. How many more hours does he spend on learning english than he does on learning chinese?,( p - q )
294,294,294,294,294,294,294,294,294,294,A book has p chapters. The first chapter is q pages long. The second chapter is r pages long. How many more pages does the first chapter have than the second chapter?,( q - r )
295,295,295,295,295,295,295,295,295,295,"p green peaches, q yellow peaches and r red peaches are in the basket. How many more green peaches than red peaches are in the basket?",( p - r )
296,296,296,296,296,296,296,296,296,296,Debby drinks p bottles a day. If she bought a total of q water bottles How many days would they last her?,( q / p )
297,297,297,297,297,297,297,297,297,297,There were p parents in the program and q people in total. How many pupils were present in the program?,( q - p )
298,298,298,298,298,298,298,298,298,298,"Julia played tag with p kids on monday, q kids on tuesday and 2 kids on wednesday. How many kids did she play with altogether?",( ( p + q ) + r )
299,299,299,299,299,299,299,299,299,299,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped p inches. The frog jumped q inches farther than the grasshopper and the mouse jumped 2 inches farther than the frog. How far did the mouse jump?",( ( p + q ) + r )
300,300,300,300,300,300,300,300,300,300,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of p g of colors to paint them. If the feathers require q g of wax and right now he just needs r g How many grams of wax does he already have?,( q - r )
301,301,301,301,301,301,301,301,301,301,Mary is baking a cake. The recipe calls for p cups of flour and q cups of sugar. She already put in r cups of flour. How many more cups of flour than cups of sugar does she need to add now?,( ( p - r ) - q )
302,302,302,302,302,302,302,302,302,302,Jake has p more apples and q fewer peaches than Steven. Steven has r peaches and s apples. How many apples does Jake have?,( p + s )
303,303,303,303,303,303,303,303,303,303,Jake has p fewer peaches than Steven who has q more peaches than Jill. Steven has r peaches. How many more peaches does Jill have than Jake?,( p - q )
304,304,304,304,304,304,304,304,304,304,Last week Fred had p dollars and Jason had q dollars. Fred washed cars over the weekend and now has r dollars and Jason did not work. How much money do they have together now?,( q + r )
305,305,305,305,305,305,305,305,305,305,Jake has p fewer peaches and q more apples than Steven. Steven has r peaches and s apples. How many peaches does Jake have?,( r - p )
306,306,306,306,306,306,306,306,306,306,There are p different books and q different movies in the ' crazy silly school ' series. If you read r of the movies and watched s of the books How many more books than movies have you read?,( s - r )
307,307,307,307,307,307,307,307,307,307,Debby bought p water bottles when they were on sale. If she drank q bottles a day for some days. If she has r bottles left How many days did she drink for?,( ( p - r ) / q )
308,308,308,308,308,308,308,308,308,308,He also had p aquariums for saltwater animals and q aquariums for freshwater animals. Each aquarium has r animals in it. How many saltwater animals does Tyler have?,( p * r )
309,309,309,309,309,309,309,309,309,309,Tiffany was collecting cans for recycling. On monday she had p bags of cans. She found q bags of cans on the next day and r bags of cans the day after that. How many bags did she have altogether?,( ( p + q ) + r )
310,310,310,310,310,310,310,310,310,310,The grasshopper and the frog had a jumping contest. The grasshopper jumped p inches and the frog jumped q inches. How much did they jump altogether?,( p + q )
311,311,311,311,311,311,311,311,311,311,There were p dollars in Olivia's wallet. She collected q more dollars from an atm. After she visited a supermarket there were r dollars left. How much did she spend?,( ( p + q ) - r )
312,312,312,312,312,312,312,312,312,312,A waiter had p customers. After some left he still had q customers. How many more customers left than those that stayed behind?,( ( p - q ) - q )
313,313,313,313,313,313,313,313,313,313,Katie had p ds games and her friends had q games. How many more games does Katie have than her friends?,( p - q )
314,314,314,314,314,314,314,314,314,314,Frank put some pieces of candy equally into p bags. If he had q pieces of candy How many pieces of candy are in each bag?,( q / p )
315,315,315,315,315,315,315,315,315,315,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by p of the pickers that they fill q drums of grapes in r days. How many drums of grapes would be filled in each day?",( q / r )
316,316,316,316,316,316,316,316,316,316,Julia played tag with p kids on tuesday. She had played tag with q kids on monday. How many more kids did she play with on monday than on tuesday?,( q - p )
317,317,317,317,317,317,317,317,317,317,Julia played tag with a total of p kids. She played with q kids on monday and yet with some more kids on tuesday. How many kids did she play with on tuesday?,( p - q )
318,318,318,318,318,318,318,318,318,318,Jerry had p books and q action figures on a shelf in his room. Later he added 2 more action figures to the shelf. How many more action figures than books were on his shelf?,( ( q + r ) - p )
319,319,319,319,319,319,319,319,319,319,There are p houses on a block. If a mailman has to give q pieces of junk mail to each block How many pieces of junk mail should he give in each house?,( q / p )
320,320,320,320,320,320,320,320,320,320,Dave had p apps and q files on his phone. After deleting some apps and files he had r apps and s files left. How many more files than apps does he have left on the phone?,( s - r )
321,321,321,321,321,321,321,321,321,321,Baker made p cakes. He bought q new cakes and sold r cakes. How many more cakes did baker buy than those he sold?,( q - r )
322,322,322,322,322,322,322,322,322,322,p birds and q storks were sitting on the fence. r more storks came to join them. How many birds and storks are sitting on the fence?,( ( p + q ) + r )
323,323,323,323,323,323,323,323,323,323,David did p push-ups in gym class today. David did q more push-ups than Zachary. How many push-ups did Zachary do?,( p - q )
324,324,324,324,324,324,324,324,324,324,Edward spent $ p to buy books and $ q to buy pens. Now he has $ r. How much did Edward have before he spent his money?,( ( p + q ) + r )
325,325,325,325,325,325,325,325,325,325,Bryan took a look at his books as well. Each bookshelf contains p books. If he has a total of q books How many bookshelves does he have?,( q / p )
326,326,326,326,326,326,326,326,326,326,There were p roses in the vase. Jessica cut some more roses from her flower garden which had a total of q roses. There are now r roses in the vase. How many roses did she cut?,( r - p )
327,327,327,327,327,327,327,327,327,327,Luke played a trivia game and gained p points in each round of a game. If he scored q points in the trivia game How many rounds did he play?,( q / p )
328,328,328,328,328,328,328,328,328,328,Baker made p cakes. He sold q of them and bought r new cakes. How many more cakes did baker buy than those he sold?,( r - q )
329,329,329,329,329,329,329,329,329,329,He then went to see the oranges being harvested. He found out that they harvest p sacks of unripe oranges and q sacks of ripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,( p - q )
330,330,330,330,330,330,330,330,330,330,"At the zoo, a cage had snakes and alligators. The total number of animals in the cage was p. If q snakes and r alligators were hiding How many animals were not hiding in all?",( ( p - q ) - r )
331,331,331,331,331,331,331,331,331,331,Danny has p bottle caps in his collection. He found some more bottle caps at the park. If he has q bottle caps now How many bottle caps did he find at the park?,( q - p )
332,332,332,332,332,332,332,332,332,332,Frank was reading through his favorite book. The book had p chapters each with q pages. It took frank r days to finish the book. How many chapters did he read per day?,( r / p )
333,333,333,333,333,333,333,333,333,333,There were p roses in the vase. Jessica threw away q roses from the vase and cut some more new roses from her flower garden to put in the vase. There are now r roses in the vase. How many roses did she cut?,( ( r + q ) - p )
334,334,334,334,334,334,334,334,334,334,"Rachel had to complete p pages of math homework, q pages of reading homework and r more pages of biology homework. How many pages of reading and biology homework did she have to complete?",( q + r )
335,335,335,335,335,335,335,335,335,335,Jerry had p action figures and q books on a shelf in his room. Later he added r more books to the shelf. How many more action figures than books were on his shelf?,( p - ( q + r ) )
336,336,336,336,336,336,336,336,336,336,In a school there are p girls and q boys. How many more boys than girls does the school have?,( q - p )
337,337,337,337,337,337,337,337,337,337,Bobby ate some pieces of candy. Then he ate p more. If he ate a total of q pieces of candy How many pieces of candy had he eaten at the start?,( q - p )
338,338,338,338,338,338,338,338,338,338,He then went to see the oranges being harvested. He found out that they harvest p sacks per day. How many days will it take to harvest q sacks of oranges?,( q / p )
339,339,339,339,339,339,339,339,339,339,p campers went rowing in the morning q campers went rowing in the afternoon and r campers went rowing in the evening. How many more campers went rowing in the morning than in the evening?,( p - r )
340,340,340,340,340,340,340,340,340,340,"Jack received p emails in the afternoon, q emails in the morning and r emails in the evening. How many more emails did Jack receive in the morning than in the afternoon?",( q - p )
341,341,341,341,341,341,341,341,341,341,Dan has $ p. For a total of $ q he bought 2 candy bar each one costing the same amount of money. How much did each candy bar cost?,( q / r )
342,342,342,342,342,342,342,342,342,342,Rachel had to complete p pages of math homework and q pages of reading homework. How many more pages of reading homework than math homework did she have?,( q - p )
343,343,343,343,343,343,343,343,343,343,A book has p chapters. The first chapter is q pages long. The second chapter is r pages long. How many more pages does the second chapter have than the first chapter?,( r - q )
344,344,344,344,344,344,344,344,344,344,There are p different movies and q different books in the ' crazy silly school ' series. If you read r of the books and watched s of the movies How many more movies do you still have to watch?,( p - s )
345,345,345,345,345,345,345,345,345,345,Haley grew some trees in her backyard. After a typhoon p died. If q trees were left How many trees did she grow?,( p + q )
346,346,346,346,346,346,346,346,346,346,The Razorback shop makes $ p dollars off each t-shirt and $ q off each jersey. During the Arkansas and Texas tech game they sold r t-shirts and s jerseys. How much more does a t-shirt cost than a jersey?,( p - q )
347,347,347,347,347,347,347,347,347,347,Helen the hippo and her friends are preparing for thanksgiving at Helen's house. Helen baked p chocolate chip cookies and q raisin cookies yesterday. And she baked q raisin cookies and s chocolate chip cookies this morning. How many chocolate chip cookies did Helen bake?,( p + s )
348,348,348,348,348,348,348,348,348,348,Marco and his dad went strawberry picking. Together they collected strawberries that weighed p pounds. On the way back Marco ' dad found q more pounds of strawberries. Marco's strawberries now weighed r pounds. How much did his dad's strawberries weigh now?,( ( p - r ) + q )
349,349,349,349,349,349,349,349,349,349,"p red peaches, and some more green peaches are in the basket. If there are q more green peaches than red peaches in the basket How many green peaches are in the basket?",( p + q )
350,350,350,350,350,350,350,350,350,350,"After a typhoon, p trees in Haley's backyard died. If she had grown q trees initially How many more trees died in the typhoon than those that survived?",( p - ( q - p ) )
351,351,351,351,351,351,351,351,351,351,Josh had p marbles in his collection. He lost some marbles. If he has q marbles now How many marbles did he lose?,( p - q )
352,352,352,352,352,352,352,352,352,352,They decided to hold the party in their backyard. They have p chairs for each set of table. If they have q sets of tables How many more chairs than tables do they have?,( ( q * p ) - q )
353,353,353,353,353,353,353,353,353,353,He then went to see the oranges being harvested. He found out that they harvest p sacks per day. How many oranges do they harvest per day if each sack contains q oranges?,( p * q )
354,354,354,354,354,354,354,354,354,354,At the arcade Dave had won some tickets. He used p tickets to buy some toys. If he still has q tickets left How many tickets did Dave win at the arcade?,( p + q )
355,355,355,355,355,355,355,355,355,355,Adam could fit p action figures on each shelf in his room. His room has could hold q action figures. How many total shelves did his room have?,( q * p )
356,356,356,356,356,356,356,356,356,356,Marco and his dad went strawberry picking. Together they collected strawberries that weighed p pounds. On the way back Marco lost q pounds of strawberries. Marco's strawberries now weighed r pounds. How much did his dad's strawberries weigh?,( p - ( r + q ) )
357,357,357,357,357,357,357,357,357,357,Mary is baking a cake. The recipe calls for p cups of flour and q cups of sugar. She already put in 2 cups of sugar. How many more cups of sugar does she need to add?,( q - r )
358,358,358,358,358,358,358,358,358,358,Winter is almost here and most animals are migrating to warmer countries. There are p bird families living near the mountain. If q bird families flew away to africa and r bird families flew away to asia How many more bird families flew away to asia than those that flew away to africa?,( r - q )
359,359,359,359,359,359,359,359,359,359,Jake has p fewer peaches than Steven and q more peaches than Jill. Steven has r peaches. How many more peaches does Steven have than Jill?,( p + q )
360,360,360,360,360,360,360,360,360,360,Zachary did p push-ups and David did q push-ups in gym class today. How many more push-ups did Zachary do than David?,( p - q )
361,361,361,361,361,361,361,361,361,361,p people can ride the Ferris wheel in paradise park at the same time. If the Ferris wheel has q seats How many people can each seat hold?,( p / q )
362,362,362,362,362,362,362,362,362,362,Mary is baking a cake. The recipe calls for p cups of flour q cups of sugar and r cups of salt. She already put in s cups of flour. How many more cups of sugar than cups of salt does she need to add now?,( q - r )
363,363,363,363,363,363,363,363,363,363,Paige raised p goldfish and q catfish in the pond but stray cats loved eating them. Now she has 2 left. How many goldfish disappeared?,( p - r )
364,364,364,364,364,364,364,364,364,364,Rachel picked p ripe apples from her tree. Now the tree has q apples still on it. If r of those are ripe and the rest are unripe How many unripe apples does the tree have now?,( q - r )
365,365,365,365,365,365,365,365,365,365,Zachary did p push-ups in gym class today. David did q more push-ups than zachary. How many push-ups did Zachary and David do altogether?,( ( p + <p) + q )
366,366,366,366,366,366,366,366,366,366,If Lewis earns a total of $ p during q weeks of harvest How much money does he earn each week?,( p / q )
367,367,367,367,367,367,367,367,367,367,Because of the decision Sofia asked the students to suggest specific types of food. If p students suggested adding mashed potatoes q suggested adding bacon to the menu and r suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,( q - r )
368,368,368,368,368,368,368,368,368,368,Edward spent $ p to buy books and $ q to buy pens. Now he has $ r. How much did Edward spend on books and pens?,( p + q )
369,369,369,369,369,369,369,369,369,369,Edward spent $ p. Then he received $ q from his friend. Now he has $ r. How much did Edward have before he spent his money?,( ( p - q ) + r )
370,370,370,370,370,370,370,370,370,370,"Julia played tag with p kids on monday, q kids on tuesday and p kids on wednesday. How many more kids did she play with on monday than on tuesday?",( p - q )
371,371,371,371,371,371,371,371,371,371,In a school there are p more girls than boys. If there are q girls How many boys are there in that school?,( q - p )
372,372,372,372,372,372,372,372,372,372,For Gwen's birthday she received p dollars from her mom. Her dad gave her q more dollars. If she spent r dollars. How much money did she still have?,( ( p + q ) - r )
373,373,373,373,373,373,373,373,373,373,"p red peaches, q yellow peaches and r green peaches are in the basket. How many red and green peaches are in the basket?",( p + r )
374,374,374,374,374,374,374,374,374,374,Randy has p blocks. He uses q blocks to build a tower and r blocks to build a house. How many more blocks did he use to build the tower than he did to build the house?,( q - r )
375,375,375,375,375,375,375,375,375,375,The Razorback shop makes $ p dollars off each jersey and $ q off each t-shirt. During the Arkansas and Texas tech game they sold r t-shirts and 2 jerseys. How much money did they make from selling the jerseys?,( p * s )
376,376,376,376,376,376,376,376,376,376,Baker made p cakes. He bought q new cakes and sold r cakes. How many more cakes did baker sell than those he bought?,( r - q )
377,377,377,377,377,377,377,377,377,377,Jack received p emails and q letters in the morning. He then received 2 emails and s letters in the afternoon. How many more letters did Jack receive in the morning than in the afternoon?,( q - s )
378,378,378,378,378,378,378,378,378,378,Jake has p fewer peaches and q more apples than Steven. Steven has r peaches and s apples. How many more apples than peaches does Steven have?,( s - r )
379,379,379,379,379,379,379,379,379,379,Rachel had to complete p pages of math homework and q pages of reading homework. How many more pages of math homework than reading homework did she have?,( p - q )
380,380,380,380,380,380,380,380,380,380,"Frank was reading through his favorite book. The book had p chapters, each with the same number of pages. It has a total of q pages. It took Frank r days to finish the book. How many pages did he read per day?",( q / r )
381,381,381,381,381,381,381,381,381,381,Jesse's room is p feet wide and q feet long. How much longer is her room than it is wide?,( q - p )
382,382,382,382,382,382,382,382,382,382,Frank was reading through some books. Each book had p pages and it took Frank q days to finish each book. How many pages did he read per day?,( p / q )
383,383,383,383,383,383,383,383,383,383,Paul got a box of p crayons and q erasers for his birthday. At the end of the school year he only had r crayons left while not having lost a single eraser. How many more erasers than crayons did he have left?,( q - r )
384,384,384,384,384,384,384,384,384,384,The ring toss game at the carnival made p dollars in the first q days and r dollars in the remaining s days. How much did they make per day in the first q days at the carnival?,( p / q )
385,385,385,385,385,385,385,385,385,385,Mary is baking a cake. The recipe calls for p cups of sugar and q cups of flour. She already put in r cups of flour. How many more cups of sugar than cups of flour does she need to add now?,( p - ( q - r ) )
386,386,386,386,386,386,386,386,386,386,Emily is making bead necklaces for her p friends. She made q necklaces and each necklace takes 2 beads. How many beads did Emily have?,( q * r )
387,387,387,387,387,387,387,387,387,387,Melissa scored a total of p points playing some games. Is she scored q points in each game. How many games did she play?,( p / q )
388,388,388,388,388,388,388,388,388,388,Adam has p apples. Jackie has q apples. How many more apples does Adam have than Jackie?,( p - q )
389,389,389,389,389,389,389,389,389,389,Debby bought p water bottles and q soda bottles when they were on sale. If she drank r water bottles and s soda bottles a day How many days would the soda bottles last?,( q / s )
390,390,390,390,390,390,390,390,390,390,Jerry had p action figures and q books on a shelf in his room. Later he added r more books to the shelf. How many more books than action figures were on his shelf?,( ( q + r ) - p )
391,391,391,391,391,391,391,391,391,391,Robin's hair was p inches long. If he grew q more inches How long is his hair now?,( p + q )
392,392,392,392,392,392,392,392,392,392,Danny collects bottle caps and wrappers. He found p wrappers and q bottle caps at the park. Now he has r bottle caps and s wrappers in his collection. How many bottle caps did danny have at first?,( r - q )
393,393,393,393,393,393,393,393,393,393,If you had p bags with equal number of cookies and q cookies in total How many cookies does each bag have?,( q / p )
394,394,394,394,394,394,394,394,394,394,White t - shirts can be purchased in packages of p. If mom buys q white t - shirts How many packages will she have?,( q / p )
395,395,395,395,395,395,395,395,395,395,In a school there are p girls and q boys. r more girls joined the school. How many pupils are there in the school now?,( ( p + q ) + r )
396,396,396,396,396,396,396,396,396,396,For the walls of the house John would use large planks of wood. Each plank needs p pieces of nails to be secured and he would use q planks. How many nails does John need for the house wall?,( q * p )
397,397,397,397,397,397,397,397,397,397,At the arcade Dave had won p tickets. If he used q to buy some toys and r more to buy some clothes How many more tickets did Dave use to buy clothes than he did to buy toys?,( r - q )
398,398,398,398,398,398,398,398,398,398,Marco and his dad went strawberry picking. Together their strawberries weighed p pounds. Marco's strawberries weighed q pounds. How much more did his dad's strawberries weigh than his?,( ( p - q ) - q )
399,399,399,399,399,399,399,399,399,399,An industrial machine can make p shirts a minute. It made q shirts yesterday and r shirts today. How many minutes did the machine work in all?,( ( q + r ) / p )
400,400,400,400,400,400,400,400,400,400,"p red peaches, q yellow peaches and r green peaches are in the basket. How many more red peaches than yellow peaches are in the basket?",( p - q )
401,401,401,401,401,401,401,401,401,401,For Gwen's birthday she received p dollars from her mom. Her dad gave her q more dollars. If she spent r dollars. How much more money did she receive from her mom than she did from her dad?,( p - q )
402,402,402,402,402,402,402,402,402,402,The ring toss game at the carnival made the same amount of money each day. In total in p days they earned q dollars. Together with game they earned r dollars. How much did ring toss game make per day?,( q / p )
403,403,403,403,403,403,403,403,403,403,Dave had p apps and q files on his phone. After deleting some apps and files he had r apps and s files left. How many apps did he delete?,( p - r )
404,404,404,404,404,404,404,404,404,404,Paco had p sweet cookies and q salty cookies. He ate r salty cookies and s sweet cookies. How many more sweet cookies than salty cookies did he eat?,( s - r )
405,405,405,405,405,405,405,405,405,405,Haley grew p trees in her backyard. After a typhoon q died. How many more trees survived the typhoon than those that died?,( ( p - q ) - q )
406,406,406,406,406,406,406,406,406,406,Julia played tag with p kids on monday. She played tag with q kids on tuesday. How many more kids did she play with on monday than on tuesday?,( p - q )
407,407,407,407,407,407,407,407,407,407,Kelly has p nintendo games and q sony games. How many sony games does she need to give away so that she will have r sony games left?,( q - r )
408,408,408,408,408,408,408,408,408,408,p red peaches and q green peaches are in the basket. How many more green peaches than red peaches are in the basket?,( q - p )
409,409,409,409,409,409,409,409,409,409,Nell collects baseball cards. She gave p of her cards to Jeff and now has q cards left.. How many cards did Nell have initially?,( q + p )
410,410,410,410,410,410,410,410,410,410,"Julia played tag with p kids on monday, q kids on tuesday and r kids on wednesday. How many kids did she play with on monday and tuesday?",( p + q )
411,411,411,411,411,411,411,411,411,411,"Rachel had to complete p pages of math homework, q pages of reading homework and r more pages of biology homework. How many more pages of math homework than reading homework did she have?",( p - q )
412,412,412,412,412,412,412,412,412,412,p campers went rowing in the morning q campers went rowing in the afternoon and r campers went rowing in the evening. How many campers went rowing in all?,( ( p + q ) + r )
413,413,413,413,413,413,413,413,413,413,Josh had p marbles in his collection. He lost q marbles and found r new ones. How many more marbles did he lose than those he found?,( q - r )
414,414,414,414,414,414,414,414,414,414,Danny collects bottle caps and wrappers. He found p bottle caps and q wrappers at the park. Now he has r bottle caps and s wrappers in his collection. How many more wrappers than bottle caps did danny find at the park?,( q - p )
415,415,415,415,415,415,415,415,415,415,Dave had p files and q apps on his phone. After deleting some apps and files he had r apps and s files left. How many apps did he delete?,( q - r )
416,416,416,416,416,416,416,416,416,416,Paul had p books. After selling some in a garage sale he bought q new ones. If he has r books now How many more books did he buy than he sold?,( r - p )
417,417,417,417,417,417,417,417,417,417,Allan brought p balloons and q balls while Jake brought r balloons and s balls to the park. How many balls did Allan and Jake have in the park?,( q + s )
418,418,418,418,418,418,418,418,418,418,You have p dollars. How many packs of dvds can you buy if each pack costs q dollars?,( p / q )
419,419,419,419,419,419,419,419,419,419,Kelly has p nintendo games and q sony games. How many nintendo games does she need to give away so that she will have r nintendo games left?,( p - r )
420,420,420,420,420,420,420,420,420,420,Julia played tag with p kids on monday. She played tag with q kids on tuesday. How many more kids did she play with on tuesday than on monday?,( q - p )
421,421,421,421,421,421,421,421,421,421,Tiffany was collecting cans for recycling. On monday she had p bags of cans. The next day she found q more bags worth of cans. How many more bags did she have on monday than she found on the next day?,( p - q )
422,422,422,422,422,422,422,422,422,422,There are p skittles in Steven's skittles collection. Steven also has q erasers. If the erasers are organized into r groups How big is each group?,( q / r )
423,423,423,423,423,423,423,423,423,423,Because of the decision Sofia asked the students to suggest specific types of food. p students suggested adding mashed potatoes while others suggested adding bacon to the menu. If q more students suggested adding mashed potatoes than those that suggested bacon How many students suggested bacon?,( p - q )
424,424,424,424,424,424,424,424,424,424,The Razorback t-shirt shop sells each t-shirt for $ p dollars. During the Arkansas and Texas tech game they offered a discount of $ q per t-shirt and sold r t-shirts. How much money did they make from selling the t-shirts?,( ( p - q ) * r )
425,425,425,425,425,425,425,425,425,425,p storks and q birds were sitting on the fence. r more birds came to join them. How many more birds than storks are sitting on the fence?,( ( q + r ) - p )
426,426,426,426,426,426,426,426,426,426,Matthew had p crackers and q cakes. If Matthew gave equal numbers of crackers and cakes to his 2 friends How many cakes did each person eat?,( q / r )
427,427,427,427,427,427,427,427,427,427,There were p roses in the vase. Jessica cut q more roses from her flower garden and put them in the vase. How many roses are there in the vase now?,( p + q )
428,428,428,428,428,428,428,428,428,428,Frank was reading through his favorite book. The book had p pages equally distributed over q chapters. It took Frank r days to finish the book. How many pages are in each chapter?,( p / q )
429,429,429,429,429,429,429,429,429,429,Paco had p sweet cookies and q salty cookies. He ate r sweet cookies and s salty cookies. How many sweet cookies did Paco have left?,( p - r )
430,430,430,430,430,430,430,430,430,430,Mary is baking a cake. The recipe calls for p cups of flour and q cups of sugar. She already put in r cups of flour and s cups of sugar. How many more cups of flour does she need to add?,( p - r )
